name,book,year,frequency
F Schröder,AMZ1848,1848,2
Hauptgrundintervall G,AMZ1848,1848,2
n G,AMZ1848,1848,3
Dreyklang G,AMZ1848,1848,4
F G,AMZ1848,1848,4
E G,AMZ1848,1848,4
ALL G,AMZ1848,1848,2
K G,AMZ1848,1848,2
TE G,AMZ1848,1848,2
Maurer G,AMZ1848,1848,2
N G,AMZ1848,1848,3
Wiedermann G,AMZ1848,1848,2
C G,AMZ1848,1848,2
W Fink G,AMZ1848,1848,2
Hubert Beckers,AMZ1848,1848,2
Henri Köhler,AMZ1848,1848,94
Gottlieb Heinrich Köhler,AMZ1848,1848,3
Fr Köhler,AMZ1848,1848,2
Erna Köhler,AMZ1848,1848,43
Joseph Köhler,AMZ1848,1848,2
 Köhler,AMZ1848,1848,5
G Köhler,AMZ1848,1848,2
Ernst Köhler,AMZ1848,1848,17
Robert Köhler,AMZ1848,1848,4
Franz Heinrich Köhler,AMZ1848,1848,12
Carl Köhler,AMZ1848,1848,3
n E Köhler,AMZ1848,1848,2
Louis Köhler,AMZ1848,1848,4
n Köhler,AMZ1848,1848,3
Heinrich Backofen,AMZ1848,1848,38
Georg Heinrich Backofen,AMZ1848,1848,2
Gottfried Backofen,AMZ1848,1848,3
n Backofen,AMZ1848,1848,2
HHss BEEE,AMZ1848,1848,2
Carl Banck,AMZ1848,1848,25
J FÜ Barmann,AMZ1848,1848,6
Fr Delver,AMZ1848,1848,3
A F Durand,AMZ1848,1848,2
 Durand,AMZ1848,1848,2
zum Jordan,AMZ1848,1848,7
J C Kellner,AMZ1848,1848,2
John Kellner,AMZ1848,1848,2
Karl von Neuwied,AMZ1848,1848,2
Ernst Florens Friedrich,AMZ1848,1848,5
W Friedrich,AMZ1848,1848,10
Carl Friedrich,AMZ1848,1848,5
Johann Friedrich,AMZ1848,1848,3
 Friedrich,AMZ1848,1848,2
Christian Friedrich,AMZ1848,1848,2
M G Friedrich,AMZ1848,1848,6
n Friedrich,AMZ1848,1848,2
J A Gleim,AMZ1848,1848,2
CWem das,AMZ1848,1848,2
Ueber das,AMZ1848,1848,3
Lendliche Liebe,AMZ1848,1848,6
Charles Fasch,AMZ1848,1848,14
E Fasch,AMZ1848,1848,2
Carl Fasch,AMZ1848,1848,6
Christian Friedrich Fasch,AMZ1848,1848,2
Friedrich Fasch,AMZ1848,1848,2
Karl Christian Friedrich Fasch,AMZ1848,1848,2
Der Ernst,AMZ1848,1848,2
Heinrich Ernst,AMZ1848,1848,8
 Ernst,AMZ1848,1848,5
Musikdireetoer Ernst,AMZ1848,1848,3
Weber Ernst,AMZ1848,1848,5
F V Ernst,AMZ1848,1848,2
Johann Ernst,AMZ1848,1848,3
Valentin Ernst,AMZ1848,1848,2
H W Ernst,AMZ1848,1848,26
n Ernst,AMZ1848,1848,8
Joseph Drechsler,AMZ1848,1848,4
 Drechsler,AMZ1848,1848,4
Kapellmeister Drechsler,AMZ1848,1848,9
Professor Drechsler,AMZ1848,1848,6
Franz Drechsler,AMZ1848,1848,2
n Drechsler,AMZ1848,1848,4
Johann Gallus,AMZ1848,1848,5
Jacobus Gallus,AMZ1848,1848,2
 Gallus,AMZ1848,1848,5
Jakob Gallus,AMZ1848,1848,3
Verleger dieser Blätter,AMZ1848,1848,2
BEE LEIPZIG,AMZ1848,1848,2
BEI LEIPZIG,AMZ1848,1848,2
 LEIPZIG,AMZ1848,1848,4
n Kapellmeister,AMZ1848,1848,30
 Kapellmeister,AMZ1848,1848,3
Herzoglicher Kapellmeister,AMZ1848,1848,2
unserm Kapellmeister,AMZ1848,1848,2
dem Kapellmeister,AMZ1848,1848,2
Ebenholz und,AMZ1848,1848,2
Mühlenmeister und,AMZ1848,1848,2
Hunnius und,AMZ1848,1848,3
Andres und,AMZ1848,1848,2
Derubelle und,AMZ1848,1848,2
Radicchi und,AMZ1848,1848,3
Klipstein und,AMZ1848,1848,2
Brelas und,AMZ1848,1848,2
Veltheim und,AMZ1848,1848,2
Grabau und,AMZ1848,1848,2
Nauenburg und,AMZ1848,1848,2
Knaust und,AMZ1848,1848,2
Sir G Smart und,AMZ1848,1848,2
a Waldhörner,AMZ1848,1848,2
Wollanck die,AMZ1848,1848,2
 die,AMZ1848,1848,2
Fr die,AMZ1848,1848,2
J die,AMZ1848,1848,2
Schnezder die,AMZ1848,1848,2
Neukomm die,AMZ1848,1848,3
Die Menschenstimme,AMZ1848,1848,2
Ein Beyspiel,AMZ1848,1848,7
Als Beyspiel,AMZ1848,1848,4
Sein Beyspiel,AMZ1848,1848,2
J W Wilms,AMZ1848,1848,26
J Wilms,AMZ1848,1848,5
 Wilms,AMZ1848,1848,2
n Hummel,AMZ1848,1848,3
Johann Nepomuk Hummel,AMZ1848,1848,111
Nepoinuk Hummel,AMZ1848,1848,13
 Hummel,AMZ1848,1848,6
J Hummel,AMZ1848,1848,4
v Hummel,AMZ1848,1848,3
Kapellmeister Hummel,AMZ1848,1848,44
Kapellmeisters Hummel,AMZ1848,1848,3
K M Hummel,AMZ1848,1848,3
Mr Hummel,AMZ1848,1848,3
Hofkapellmeister Hummel,AMZ1848,1848,2
Eduard Hummel,AMZ1848,1848,6
Kapellmeister Hiller,AMZ1848,1848,5
Vater Hiller,AMZ1848,1848,6
F A Hiller,AMZ1848,1848,3
Freundes Hiller,AMZ1848,1848,22
Johann Adam Hiller,AMZ1848,1848,11
 Hiller,AMZ1848,1848,51
Adam Hiller,AMZ1848,1848,8
Ferdinand Hiller,AMZ1848,1848,35
Ferd Hiller,AMZ1848,1848,2
n Hiller,AMZ1848,1848,5
n MD Hiller,AMZ1848,1848,3
Adam Joseph Emmert,AMZ1848,1848,4
Paul Struck,AMZ1848,1848,8
Guido Ferrari,AMZ1848,1848,6
G G Ferrari,AMZ1848,1848,7
C G Ferrari,AMZ1848,1848,2
J G Ferrari,AMZ1848,1848,5
Prospero Ferrari,AMZ1848,1848,3
F Devienne,AMZ1848,1848,9
Concerts von Devienne,AMZ1848,1848,2
 Richter,AMZ1848,1848,6
Friedrich Richter,AMZ1848,1848,5
n Richter,AMZ1848,1848,3
C Richter,AMZ1848,1848,10
Andre Richter,AMZ1848,1848,2
W Richter,AMZ1848,1848,9
Ludwig Richter,AMZ1848,1848,2
L E Richter,AMZ1848,1848,2
Ernst Richter,AMZ1848,1848,21
E F Richter,AMZ1848,1848,22
Kammermusikus Richter,AMZ1848,1848,2
Johann Brandl,AMZ1848,1848,13
Iohann Brandl,AMZ1848,1848,2
J Stumpf,AMZ1848,1848,11
Ferd Pär,AMZ1848,1848,50
 Pär,AMZ1848,1848,9
Griselda von Pär,AMZ1848,1848,2
Agnese von Pär,AMZ1848,1848,4
G Edel,AMZ1848,1848,3
Joachim Perinet,AMZ1848,1848,3
 Kauer,AMZ1848,1848,9
Ferdinand Kauer,AMZ1848,1848,18
Elise Patzelt,AMZ1848,1848,2
 Preindl,AMZ1848,1848,4
Joseph Preindl,AMZ1848,1848,8
Domkapellmeister Preindl,AMZ1848,1848,2
R ALLGEMEINE MUSIKALISCHE,AMZ1848,1848,2
ALLGEHM EINE MUSIKALISCHE,AMZ1848,1848,8
IN ALLGEMEINE MUSIKALISCHE,AMZ1848,1848,2
METIN EINE MUSIKALISCHE,AMZ1848,1848,2
E ALLGEMEINE MUSIKALISCHE,AMZ1848,1848,9
MEINE MUSIKALISCHE,AMZ1848,1848,2
ALLGEM EINE MUSIKALISCHE,AMZ1848,1848,2
E MUSIKALISCHE,AMZ1848,1848,3
ALLGEME INE MUSIKALISCHE,AMZ1848,1848,4
ALLGEMERTINE MUSIKALISCHE,AMZ1848,1848,3
ALLGEHMEHIRNE MUSIKALISCHE,AMZ1848,1848,3
ALLGEMEHIN E MUSIKALISCHE,AMZ1848,1848,3
ALLGE HMEINE MUSIKALISCHE,AMZ1848,1848,19
ALLGE MEINE MUSIKALISCHE,AMZ1848,1848,15
ALLGEDRHM EINE MUSIKALISCHE,AMZ1848,1848,2
DON EN,AMZ1848,1848,2
Theodor von Paisiello,AMZ1848,1848,2
Don Giovanni,AMZ1848,1848,68
Mozarts Don Giovanni,AMZ1848,1848,5
Mathilde Giovanni,AMZ1848,1848,2
Nicolo Jomelli,AMZ1848,1848,4
Nzcolo Jomelli,AMZ1848,1848,2
Sebastian Bach,AMZ1848,1848,91
Christoph Bach,AMZ1848,1848,10
Karl Philipp Emanuel Bach,AMZ1848,1848,2
Friedemann Bach,AMZ1848,1848,7
Philipp Emanuel Bach,AMZ1848,1848,7
Carl Philipp Emanuel Bach,AMZ1848,1848,19
C F E Bach,AMZ1848,1848,2
 Bach,AMZ1848,1848,41
Johann Sebastian Bach,AMZ1848,1848,164
Wilhelm Bach,AMZ1848,1848,20
Emanuel Bach,AMZ1848,1848,31
Georg Bach,AMZ1848,1848,3
Johann Christian Bach,AMZ1848,1848,10
Johann Bach,AMZ1848,1848,33
Friedrich Bach,AMZ1848,1848,4
A W Bach,AMZ1848,1848,42
Heinrich Bach,AMZ1848,1848,6
Georg Christoph Bach,AMZ1848,1848,2
Johann Ambrosius Bach,AMZ1848,1848,2
Bernhard Bach,AMZ1848,1848,3
Johann Christoph Bach,AMZ1848,1848,10
Johann Friedrich Bach,AMZ1848,1848,2
Ernst Bach,AMZ1848,1848,2
Michael Bach,AMZ1848,1848,4
Christian Bach,AMZ1848,1848,3
Musikdirektor A W Bach,AMZ1848,1848,2
Musikdirektor Bach,AMZ1848,1848,2
N G Bach,AMZ1848,1848,3
Johann Ludwig Bach,AMZ1848,1848,2
Johannes Bach,AMZ1848,1848,2
Johann Egydius Bach,AMZ1848,1848,2
Johann Nicolaus Bach,AMZ1848,1848,2
Johann Lorenz Bach,AMZ1848,1848,2
Bertini Bach,AMZ1848,1848,2
Albrecht Dürer,AMZ1848,1848,3
n Eule,AMZ1848,1848,2
Carl Eule,AMZ1848,1848,3
G D Eule,AMZ1848,1848,2
Tartini Lolli,AMZ1848,1848,2
Professor Rode,AMZ1848,1848,37
Kreutzer Rode,AMZ1848,1848,10
Carl Rode,AMZ1848,1848,2
Carl Stamitz,AMZ1848,1848,4
Racinens Athalie,AMZ1848,1848,2
a Hörner,AMZ1848,1848,10
 Freylich,AMZ1848,1848,2
D Ebend,AMZ1848,1848,2
Joseph Weigel,AMZ1848,1848,9
 Weigel,AMZ1848,1848,11
T O Weigel,AMZ1848,1848,2
ER E,AMZ1848,1848,18
C E,AMZ1848,1848,2
P E,AMZ1848,1848,2
Härtek E,AMZ1848,1848,2
Grundakkorde E,AMZ1848,1848,2
N E,AMZ1848,1848,2
FIEEE E,AMZ1848,1848,2
Digitized by Google E,AMZ1848,1848,2
Freiherrn E,AMZ1848,1848,2
Aloys E,AMZ1848,1848,2
ER RRE,AMZ1848,1848,2
 David,AMZ1848,1848,51
König David,AMZ1848,1848,5
Saul und David,AMZ1848,1848,4
Louise David,AMZ1848,1848,5
Donzelli und David,AMZ1848,1848,2
Giovanni David,AMZ1848,1848,4
Ferdinand David,AMZ1848,1848,86
Giacomo David,AMZ1848,1848,4
Ulrich David,AMZ1848,1848,3
Concertmeister David,AMZ1848,1848,18
Konzertmeisters David,AMZ1848,1848,3
n RKonzertmeister David,AMZ1848,1848,2
Coneertmeister David,AMZ1848,1848,4
Konzertmeister David,AMZ1848,1848,10
n David,AMZ1848,1848,11
Konzertmeister F David,AMZ1848,1848,3
n Konzertmeister David,AMZ1848,1848,5
n Konzertmeister F David,AMZ1848,1848,4
n Felicien David,AMZ1848,1848,2
Felicien David,AMZ1848,1848,4
n Concertmeister F David,AMZ1848,1848,7
n Concertmeister David,AMZ1848,1848,15
n Coneertmeister David,AMZ1848,1848,3
Conecertmeister David,AMZ1848,1848,2
n CM David,AMZ1848,1848,4
Fölicien David,AMZ1848,1848,2
Conzertmeister David,AMZ1848,1848,3
Hans Georg,AMZ1848,1848,8
 Georg,AMZ1848,1848,6
Musikdirector Georg,AMZ1848,1848,4
J G Georg,AMZ1848,1848,2
Johann Georg,AMZ1848,1848,3
L Georg,AMZ1848,1848,2
n Kapellmeisters,AMZ1848,1848,11
 Kapellmeisters,AMZ1848,1848,2
Herrn Krebs Kapellmeisters,AMZ1848,1848,2
Margaretha Carl,AMZ1848,1848,2
 Carl,AMZ1848,1848,11
Friedrich Carl,AMZ1848,1848,2
Herzog Carl,AMZ1848,1848,4
Director Carl,AMZ1848,1848,5
Bella Carl,AMZ1848,1848,2
Erzherzog Carl,AMZ1848,1848,2
Scholz Carl,AMZ1848,1848,3
Henriette Carl,AMZ1848,1848,7
Direktor Carl,AMZ1848,1848,5
Johann Carl,AMZ1848,1848,2
Stephan Carl,AMZ1848,1848,2
F Satzenhoven,AMZ1848,1848,2
Joseph Elsner,AMZ1848,1848,8
 Elsner,AMZ1848,1848,9
me Elsner,AMZ1848,1848,3
Kapellmeister Elsner,AMZ1848,1848,2
Professor Elsner,AMZ1848,1848,3
F Traeg,AMZ1848,1848,3
Jean Traeg,AMZ1848,1848,2
Christoph August Gabler,AMZ1848,1848,16
 Gabler,AMZ1848,1848,2
G A Gabler,AMZ1848,1848,2
J Gabler,AMZ1848,1848,3
C Fr Fuchs,AMZ1848,1848,3
G Fr Fuchs,AMZ1848,1848,10
Gassmann Fuchs,AMZ1848,1848,6
H Fuchs,AMZ1848,1848,4
Leopold Fuchs,AMZ1848,1848,2
Dr H Fuchs,AMZ1848,1848,4
J Leopold Fuchs,AMZ1848,1848,3
Aloys Fuchs,AMZ1848,1848,5
F Fuchs,AMZ1848,1848,2
n Vogel,AMZ1848,1848,6
J N Vogel,AMZ1848,1848,3
Joseph Vogel,AMZ1848,1848,3
L Vogel,AMZ1848,1848,2
Wilhelm Vogel,AMZ1848,1848,2
Ferdinand Vogel,AMZ1848,1848,2
 Vogel,AMZ1848,1848,24
Adolph Vogel,AMZ1848,1848,3
Elise Vogel,AMZ1848,1848,2
Paul Wranitzky,AMZ1848,1848,7
Anton Wranitzky,AMZ1848,1848,12
 Wranitzky,AMZ1848,1848,4
Friedrich Wranitzky,AMZ1848,1848,4
me Schick,AMZ1848,1848,5
 Schick,AMZ1848,1848,2
Margarethe Luise Schick,AMZ1848,1848,3
Ernst Schick,AMZ1848,1848,2
Zauberspiel von Schick,AMZ1848,1848,2
I L Dusseck,AMZ1848,1848,3
J L Dusseck,AMZ1848,1848,3
Friderike Pallas,AMZ1848,1848,2
H G Tuch,AMZ1848,1848,10
H A G Tuch,AMZ1848,1848,5
H A C Tuch,AMZ1848,1848,3
a Fagotts,AMZ1848,1848,5
Der Herr,AMZ1848,1848,8
Mein Herr,AMZ1848,1848,6
 Herr,AMZ1848,1848,8
Christ unser Herr,AMZ1848,1848,4
Herr Herr,AMZ1848,1848,8
Johanna Herr,AMZ1848,1848,2
Karl Gottlieb,AMZ1848,1848,2
Einem Thaler,AMZ1848,1848,3
A Thaler,AMZ1848,1848,2
 Eberhard,AMZ1848,1848,3
Johann August Eberhard,AMZ1848,1848,2
A G Eberhard,AMZ1848,1848,2
Ph Freund,AMZ1848,1848,3
und Freund,AMZ1848,1848,4
Ludwig Rellstab,AMZ1848,1848,31
n Ludwig Rellstab,AMZ1848,1848,2
n General,AMZ1848,1848,4
Domemco Cimarosa,AMZ1848,1848,4
Georg Christoph Grosheim,AMZ1848,1848,9
n Grosheim,AMZ1848,1848,2
Dr Grosheim,AMZ1848,1848,5
Dr G C Grosheim,AMZ1848,1848,4
G F Körner,AMZ1848,1848,10
Gotthilf Körner,AMZ1848,1848,7
Theodor Körner,AMZ1848,1848,64
G J Körner,AMZ1848,1848,2
C G Körner,AMZ1848,1848,4
Wilhelm Körner,AMZ1848,1848,19
V Körner,AMZ1848,1848,2
G W Körner,AMZ1848,1848,26
 Körner,AMZ1848,1848,16
E W Körner,AMZ1848,1848,4
J A Dahmen,AMZ1848,1848,2
Rudolph Kreutzer,AMZ1848,1848,66
 Kreutzer,AMZ1848,1848,11
de Kreutzer,AMZ1848,1848,2
Lodoiska de Kreutzer,AMZ1848,1848,2
Conradin Kreutzer,AMZ1848,1848,117
Konradin Kreutzer,AMZ1848,1848,14
Lindpaintner Kreutzer,AMZ1848,1848,3
v Kreutzer,AMZ1848,1848,5
Jos Kreutzer,AMZ1848,1848,7
Conrad Kreutzer,AMZ1848,1848,2
Kapellmeister Kreutzer,AMZ1848,1848,7
Kapellmeister Conradin Kreutzer,AMZ1848,1848,9
Joseph Kreutzer,AMZ1848,1848,2
Fanny Hensel,AMZ1848,1848,7
in der,AMZ1848,1848,4
und der,AMZ1848,1848,2
Christ der,AMZ1848,1848,2
Regisseurs der,AMZ1848,1848,2
Devrient der,AMZ1848,1848,4
Nicola der,AMZ1848,1848,2
 der,AMZ1848,1848,4
Meistergaben der,AMZ1848,1848,2
Eichheim der,AMZ1848,1848,2
Obu der,AMZ1848,1848,2
Fetis von der,AMZ1848,1848,2
Joseph Hay,AMZ1848,1848,8
 Hay,AMZ1848,1848,2
Michael Hay,AMZ1848,1848,2
 Julie,AMZ1848,1848,2
Norma Julie,AMZ1848,1848,2
Freyherrn von Lannoy,AMZ1848,1848,6
Baron von Lannoy,AMZ1848,1848,3
Baron Lannoy,AMZ1848,1848,3
Dr Carl Loewe,AMZ1848,1848,4
C Loewe,AMZ1848,1848,8
P Hänsel,AMZ1848,1848,19
A Hänsel,AMZ1848,1848,11
Johann Anton Hänsel,AMZ1848,1848,2
Thaler Sächsisch,AMZ1848,1848,2
Herzog Karl,AMZ1848,1848,3
Erzherzog Karl,AMZ1848,1848,2
Ch G Karl,AMZ1848,1848,2
König Karl,AMZ1848,1848,4
Erzherzogs Franz Karl,AMZ1848,1848,4
Franz Karl,AMZ1848,1848,4
St Karl,AMZ1848,1848,2
Carl Herklots,AMZ1848,1848,24
Friedrich der Grofse,AMZ1848,1848,2
Thaler sächsisch,AMZ1848,1848,3
Munic chez M Falter,AMZ1848,1848,3
Kallenbach Die,AMZ1848,1848,2
 Die,AMZ1848,1848,2
N Die,AMZ1848,1848,3
Dr Die,AMZ1848,1848,2
Joseph Wölfl,AMZ1848,1848,18
 Wölfl,AMZ1848,1848,2
Christian Gottlob,AMZ1848,1848,3
Daniel Gottlob,AMZ1848,1848,2
D Hager,AMZ1848,1848,3
v Gellert,AMZ1848,1848,2
 Gellert,AMZ1848,1848,2
Freuude Hillers,AMZ1848,1848,2
Johann Adam Hillers,AMZ1848,1848,3
 Hillers,AMZ1848,1848,2
Michel Bernard,AMZ1848,1848,3
n Bernard,AMZ1848,1848,5
S Bernard,AMZ1848,1848,2
J C Bernard,AMZ1848,1848,3
F Mehul,AMZ1848,1848,3
Joseph von Mehul,AMZ1848,1848,3
Die Blumen,AMZ1848,1848,2
E A Förster,AMZ1848,1848,14
n Förster,AMZ1848,1848,3
Eleonore Förster,AMZ1848,1848,2
Gustav Förster,AMZ1848,1848,2
Carl Gustav Förster,AMZ1848,1848,12
Friedrich Förster,AMZ1848,1848,26
W Förster,AMZ1848,1848,2
Dr Friedrich Förster,AMZ1848,1848,5
E G Belling,AMZ1848,1848,2
Eunike die Bertha,AMZ1848,1848,2
 Bertha,AMZ1848,1848,3
Louis Piceini,AMZ1848,1848,2
Alexander Piceini,AMZ1848,1848,2
M D Haak,AMZ1848,1848,2
n Seidler,AMZ1848,1848,3
Eoncertmeister Seidler,AMZ1848,1848,2
C A Seidler,AMZ1848,1848,3
Concertmeister Seidler,AMZ1848,1848,7
Conecertmeister Seidler,AMZ1848,1848,3
Concertmeisters Seidler,AMZ1848,1848,3
Le Brun,AMZ1848,1848,8
le Brun,AMZ1848,1848,2
J Brun,AMZ1848,1848,2
Schott Mainz,AMZ1848,1848,27
Schett Mainz,AMZ1848,1848,2
J A P Schulz,AMZ1848,1848,15
Kapellmeister Schulz,AMZ1848,1848,2
K M Schulz,AMZ1848,1848,7
I A P Schulz,AMZ1848,1848,2
Carl Schulz,AMZ1848,1848,28
von Schulz,AMZ1848,1848,3
 Schulz,AMZ1848,1848,9
Professor Schulz,AMZ1848,1848,5
Musikdirector Schulz,AMZ1848,1848,5
Karl Schulz,AMZ1848,1848,2
A Schulz,AMZ1848,1848,2
Ernst Schulz,AMZ1848,1848,2
J P A Schulz,AMZ1848,1848,2
John Schulz,AMZ1848,1848,2
F A Schulz,AMZ1848,1848,4
A F Schulz,AMZ1848,1848,2
Hermann Schulz,AMZ1848,1848,5
Peter Schulz,AMZ1848,1848,2
n Kapellmeister Kunzen,AMZ1848,1848,2
Friedrich Ludwig Aenmilius Kunzen,AMZ1848,1848,7
Friedrich Ludwig Emil Kunzen,AMZ1848,1848,2
Baggesen und Kunzen,AMZ1848,1848,2
n Seidel,AMZ1848,1848,3
Friedrich Ludwig Seidel,AMZ1848,1848,21
 Seidel,AMZ1848,1848,2
Musikdirector Seidel,AMZ1848,1848,6
F Seidel,AMZ1848,1848,3
Friedrich Inlwig Seidel,AMZ1848,1848,2
Musikdirectors Seidel,AMZ1848,1848,7
J F Seidel,AMZ1848,1848,2
Kapellmeisters Seidel,AMZ1848,1848,2
Kapellmeister Seidel,AMZ1848,1848,5
Alberich Seidel,AMZ1848,1848,2
J G Seidel,AMZ1848,1848,6
C Seidel,AMZ1848,1848,8
W F Seidel,AMZ1848,1848,2
C F Seidel,AMZ1848,1848,2
Johann Julius Seidel,AMZ1848,1848,9
J Humnmel,AMZ1848,1848,3
J N Humnmel,AMZ1848,1848,9
Giuseppe Farinelli,AMZ1848,1848,2
der Erde,AMZ1848,1848,2
CSelbst Engel,AMZ1848,1848,3
Uriel Gabriel,AMZ1848,1848,2
F W Gabriel,AMZ1848,1848,3
n Himmels,AMZ1848,1848,2
n Busch,AMZ1848,1848,2
von Busch,AMZ1848,1848,3
 Der,AMZ1848,1848,7
E Der,AMZ1848,1848,2
N Der,AMZ1848,1848,6
Leopold Hirsch,AMZ1848,1848,6
Amalia Hirsch,AMZ1848,1848,2
Rudolph Hirsch,AMZ1848,1848,12
Friedlein u Hirsch,AMZ1848,1848,2
 Hirsch,AMZ1848,1848,2
Eva Adam,AMZ1848,1848,2
Ludwig Adam,AMZ1848,1848,8
J G Adam,AMZ1848,1848,9
 Adam,AMZ1848,1848,4
n Adam,AMZ1848,1848,4
Johann Adam,AMZ1848,1848,5
L gr Adam,AMZ1848,1848,2
m Adam,AMZ1848,1848,2
Ferdinand Adam,AMZ1848,1848,2
C F Adam,AMZ1848,1848,11
Adolph Adam,AMZ1848,1848,92
W E Adam,AMZ1848,1848,2
Adolphe Adam,AMZ1848,1848,3
Bellini Adam,AMZ1848,1848,2
Adolf Adam,AMZ1848,1848,3
Preston von Adam,AMZ1848,1848,2
Johann Ludwig Adam,AMZ1848,1848,2
Sey Lob,AMZ1848,1848,5
Ehr Lob,AMZ1848,1848,2
 Beyde,AMZ1848,1848,11
n Kammermusikus Schlick,AMZ1848,1848,2
 Graf,AMZ1848,1848,2
Der Graf,AMZ1848,1848,3
Conrad Graf,AMZ1848,1848,2
Albert Graf,AMZ1848,1848,2
Franz Graf,AMZ1848,1848,2
die Frau,AMZ1848,1848,2
Die weisse Frau,AMZ1848,1848,2
und Frau,AMZ1848,1848,2
Pater Kircher,AMZ1848,1848,4
Joseph Schmid,AMZ1848,1848,4
Johann Christian Schmid,AMZ1848,1848,2
 Schmid,AMZ1848,1848,2
J B Schmid,AMZ1848,1848,2
C Schmid,AMZ1848,1848,2
Anton Schmid,AMZ1848,1848,9
n Franz,AMZ1848,1848,10
Klamer Wilhelm Franz,AMZ1848,1848,4
D Franz,AMZ1848,1848,10
Graf Franz,AMZ1848,1848,2
Major Franz,AMZ1848,1848,2
Johann Christian Franz,AMZ1848,1848,2
Kaiser Franz,AMZ1848,1848,2
 Franz,AMZ1848,1848,5
Friedrich Franz,AMZ1848,1848,2
Agnes Franz,AMZ1848,1848,7
Ritters Franz,AMZ1848,1848,11
Bruders Franz,AMZ1848,1848,2
Anton Franz,AMZ1848,1848,2
Robert Kohl,AMZ1848,1848,2
I H C Bornhardt,AMZ1848,1848,6
J H C Bornhardt,AMZ1848,1848,40
J N C Bornhardt,AMZ1848,1848,2
J H Bornhardt,AMZ1848,1848,3
Arion Bornhardt,AMZ1848,1848,2
G C Fr Schlimbach,AMZ1848,1848,3
Charles Saust,AMZ1848,1848,3
 Dresden,AMZ1848,1848,3
S Dresden,AMZ1848,1848,4
NACHRICHTE N Dresden,AMZ1848,1848,3
N Dresden,AMZ1848,1848,2
Meser Dresden,AMZ1848,1848,6
Paul Dresden,AMZ1848,1848,6
n Prinz,AMZ1848,1848,2
Carl Ph,AMZ1848,1848,30
Karl Ph,AMZ1848,1848,11
Fr Ph,AMZ1848,1848,7
Ch Ph,AMZ1848,1848,2
G Ph,AMZ1848,1848,2
Joseph Haydns,AMZ1848,1848,65
Michael Haydns,AMZ1848,1848,4
 Haydns,AMZ1848,1848,10
Ernst Ludwig Gerber,AMZ1848,1848,22
Der lustige Schuster,AMZ1848,1848,3
Kapellmeister Schuster,AMZ1848,1848,3
Joseph Schuster,AMZ1848,1848,4
Ignatz Schuster,AMZ1848,1848,9
Ignaz Schuster,AMZ1848,1848,16
 Schuster,AMZ1848,1848,10
Anton Schuster,AMZ1848,1848,14
n Schuster,AMZ1848,1848,5
Die Beyspiele,AMZ1848,1848,2
n Bader,AMZ1848,1848,24
A Bader,AMZ1848,1848,3
William Rogers,AMZ1848,1848,4
L Weiskopf,AMZ1848,1848,2
Herder Klopstock,AMZ1848,1848,2
v Klopstock,AMZ1848,1848,3
v Stollberg,AMZ1848,1848,2
J N Humnmedl,AMZ1848,1848,2
E N,AMZ1848,1848,4
Minchen N,AMZ1848,1848,2
N N,AMZ1848,1848,2
Friedrich N,AMZ1848,1848,2
A Gyrowestz,AMZ1848,1848,2
 Walter,AMZ1848,1848,20
Ferdinand Walter,AMZ1848,1848,3
n Walter,AMZ1848,1848,2
Adolf Walter,AMZ1848,1848,6
Johann Walter,AMZ1848,1848,3
M üller,AMZ1848,1848,5
F üller,AMZ1848,1848,4
Koch Kirnberger,AMZ1848,1848,3
P Kirnberger,AMZ1848,1848,2
 Sulzer,AMZ1848,1848,2
Friedrich Augusts,AMZ1848,1848,3
 Hofe,AMZ1848,1848,2
Lieblingsunterhaltung bey Hofe,AMZ1848,1848,2
 Simon,AMZ1848,1848,8
C A Simon,AMZ1848,1848,5
Eduard Simon,AMZ1848,1848,2
Jules Simon,AMZ1848,1848,2
n Alberghi,AMZ1848,1848,2
Doma Elvira,AMZ1848,1848,6
Donna Elvira,AMZ1848,1848,3
n Fischers,AMZ1848,1848,2
M G Fischers,AMZ1848,1848,2
 Lipp,AMZ1848,1848,2
n Johann,AMZ1848,1848,3
 Johann,AMZ1848,1848,2
St Johann,AMZ1848,1848,6
Carl Johann,AMZ1848,1848,2
G F,AMZ1848,1848,3
Schuppanzigh in,AMZ1848,1848,2
G Gagliano in,AMZ1848,1848,2
Frezzolint in,AMZ1848,1848,4
v Nasolini,AMZ1848,1848,2
Nicola Zingarelli,AMZ1848,1848,4
Julie von Zingarelli,AMZ1848,1848,4
 Zingarelli,AMZ1848,1848,3
L Guglielmi,AMZ1848,1848,2
von Meyer,AMZ1848,1848,8
n von Meyer,AMZ1848,1848,2
Carl Meyer,AMZ1848,1848,11
Simon Meyer,AMZ1848,1848,3
Hofmusicus Meyer,AMZ1848,1848,3
C H Meyer,AMZ1848,1848,38
A E G Meyer,AMZ1848,1848,2
Karl Meyer,AMZ1848,1848,8
C A Meyer,AMZ1848,1848,2
Jlänsel Meyer,AMZ1848,1848,2
August Meyer,AMZ1848,1848,3
Franz Meyer,AMZ1848,1848,3
Ludwig Meyer,AMZ1848,1848,4
G M Meyer,AMZ1848,1848,14
n Meyer,AMZ1848,1848,4
Godoardo Meyer,AMZ1848,1848,15
Moritz Meyer,AMZ1848,1848,3
Charles Meyer,AMZ1848,1848,7
